age,duration,previous,y
32,141,0,no
36,141,2,no
42,93,0,no
37,390,0,no
51,289,0,no
53,137,0,no
25,74,0,no
47,709,0,yes
49,79,0,no
33,207,0,no
48,76,0,no
31,64,0,no
40,97,0,no
41,376,0,yes
32,596,0,yes
36,93,0,no
43,190,0,no
30,69,1,no
30,478,0,yes
51,118,0,no
57,69,0,no
49,281,0,no
41,177,0,no
24,133,1,no
36,154,0,no
31,392,0,yes
36,507,0,no
38,282,0,no
28,1820,0,no
41,60,0,no
49,44,0,no
30,542,0,no
36,55,0,no
48,388,0,no
25,105,1,no
35,19,0,no
39,233,0,no
47,212,0,no
47,441,0,no
58,415,0,no
41,463,0,yes
58,90,0,no
35,59,1,no
40,188,0,no
52,152,1,no
40,244,0,no
39,612,0,yes
37,1012,0,no
40,20,0,no
34,210,0,no
36,445,0,no
27,331,0,no
32,89,0,no
59,130,0,no
39,714,0,yes
38,21,0,no
54,89,0,no
33,194,0,no
26,298,2,no
34,298,0,no
34,158,0,no
32,261,0,no
21,264,0,no
32,182,0,no
34,452,0,yes
58,63,0,no
35,66,2,no
48,276,0,no
50,506,0,no
38,173,0,no
48,63,0,no
41,1103,0,no
46,98,0,no
53,433,0,no
32,449,0,yes
35,172,1,no
41,149,0,no
38,188,0,no
32,105,0,no
33,166,0,no
35,238,0,no
26,88,0,no
32,92,1,no
26,138,0,no
44,19,0,no
31,868,3,yes
55,142,0,no
51,87,0,no
41,47,0,no
44,39,0,no
35,415,2,yes
41,52,0,no
25,163,0,no
52,65,0,no
33,63,0,no
47,352,0,no
37,138,0,no
52,275,0,no
52,22,0,no
26,119,1,yes
35,263,0,no
48,314,0,no
51,637,0,yes
35,250,0,no
31,111,0,no
33,1241,0,no
48,118,2,yes
53,36,0,no
36,207,0,no
45,408,0,no
68,80,0,no
48,99,1,no
48,145,0,no
34,46,0,no
50,623,0,no
35,772,0,no
58,1092,0,no
32,1842,0,yes
36,318,0,no
35,134,0,no
53,446,0,no
34,38,0,no
34,703,0,no
32,278,0,no
38,194,0,no
38,166,0,no
24,86,0,no
41,884,1,no
49,151,0,no
31,207,0,no
31,760,0,no
46,147,0,no
58,12,0,no
35,330,1,no
38,264,0,no
47,247,0,no
47,9,0,no
39,238,0,no
47,61,0,no
61,62,0,no
38,127,0,no
32,143,0,no
34,188,0,no
61,190,1,no
30,165,1,no
41,903,1,no
50,102,0,no
37,207,0,no
28,373,0,no
39,389,0,no
44,160,0,no
45,90,0,no
50,129,0,no
29,308,0,no
49,298,0,no
33,128,0,no
38,169,0,no
49,234,0,no
31,870,0,yes
38,275,0,no
30,72,0,no
25,197,0,no
35,592,1,yes
27,291,3,yes
82,135,0,no
29,207,1,yes
35,117,1,no
40,246,1,no
25,104,0,no
34,271,0,no
66,618,0,no
25,2203,0,yes
45,174,0,no
32,103,0,no
59,143,0,no
32,172,0,no
43,329,0,no
39,342,0,no
50,168,0,no
27,72,0,no
30,324,0,no
30,87,0,no
30,340,0,no
55,99,1,no
31,174,1,yes
37,34,0,no
32,44,0,no
56,173,0,no
32,79,1,no
37,274,0,no
33,25,0,no
33,900,2,yes
42,406,0,no
45,633,0,no
56,52,0,no
32,147,0,no
56,223,0,no
33,150,0,no
56,239,0,no
47,60,0,no
42,125,0,no
36,89,0,no
30,386,0,no
40,73,0,no
44,804,1,no
46,78,1,no
52,221,0,no
46,207,0,no
46,154,0,no
38,50,0,no
34,73,0,no
42,133,0,no
42,154,0,no
30,262,0,no
79,301,1,yes
43,200,0,no
44,284,0,no
47,207,0,no
40,197,0,no
28,70,0,no
26,192,0,no
50,110,0,no
42,300,0,yes
33,178,0,no
26,314,0,no
29,125,0,no
52,108,0,no
88,119,0,no
60,609,0,no
41,140,0,no
43,139,0,no
26,81,0,no
39,305,1,no
27,127,1,no
58,156,0,no
57,171,0,no
27,622,0,no
46,311,0,no
36,135,0,no
40,154,0,no
38,70,0,no
38,108,0,no
38,170,1,no
34,417,3,yes
31,292,0,no
33,789,0,no
36,99,1,no
30,10,0,no
51,228,0,no
25,112,0,no
28,191,0,no
37,475,0,no
47,2769,0,yes
49,244,0,no
29,240,0,no
33,85,0,no
31,298,0,no
48,53,0,no
47,134,0,no
37,208,1,no
35,210,1,no
23,104,0,no
55,1298,0,yes
27,313,1,no
43,284,0,no
31,126,0,no
57,236,0,no
21,345,0,yes
26,232,0,no
35,131,0,no
44,480,0,no
27,317,1,yes
29,168,1,no
35,119,0,no
35,104,0,no
33,202,0,no
50,229,1,yes
33,78,0,no
54,196,0,no
19,380,1,yes
39,396,0,no
51,253,0,no
43,173,0,no
28,265,0,no
23,211,0,no
52,535,0,no
35,398,0,no
48,408,0,no
29,193,0,no
32,235,0,no
39,482,0,no
50,249,1,no
35,284,0,no
51,181,1,no
57,1266,0,no
50,228,1,no
38,42,0,no
34,157,0,no
40,300,0,no
45,249,1,no
37,253,1,no
33,131,0,no
46,150,0,no
31,181,0,no
56,910,2,yes
28,240,0,no
37,140,0,no
29,98,1,no
31,70,0,no
42,380,0,no
41,112,0,no
31,255,0,no
44,211,0,no
35,104,1,no
40,345,0,no
59,208,0,no
32,157,1,no
38,241,0,no
82,63,1,no
52,632,1,no
34,264,0,no
45,1293,0,yes
27,146,0,no
51,470,0,no
49,151,0,no
47,367,0,no
35,246,0,no
55,211,0,no
57,184,0,no
31,339,0,no
48,711,0,yes
35,221,0,no
42,219,0,no
41,88,0,no
36,85,1,no
23,104,2,no
34,248,0,no
31,174,0,no
66,1127,0,yes
50,128,0,no
34,190,0,no
22,227,0,no
51,1009,0,no
30,195,0,no
32,150,0,no
59,284,0,no
38,275,0,no
31,287,0,no
49,112,0,no
21,238,0,no
47,131,0,no
37,218,0,no
24,1150,0,yes
42,51,0,no
47,816,1,no
43,131,1,yes
40,319,0,no
52,162,0,no
35,974,0,yes
45,116,0,no
30,662,0,yes
34,215,0,no
40,111,0,no
25,14,0,no
57,88,0,no
38,211,0,no
44,312,0,no
53,122,1,no
38,107,0,no
53,369,0,no
35,146,0,no
41,367,1,yes
33,42,0,no
33,175,0,no
42,75,1,no
28,370,1,no
49,295,0,no
33,127,0,no
55,197,0,no
38,269,0,no
28,72,1,no
40,57,0,no
34,350,1,no
37,596,0,no
33,335,0,no
47,134,0,no
30,61,0,no
43,128,0,no
31,359,0,no
42,678,0,no
49,236,0,no
47,36,0,no
37,51,0,no
46,306,0,no
40,181,0,no
30,157,0,no
37,131,0,no
33,41,1,no
25,712,1,yes
49,1065,0,yes
35,204,0,no
41,52,0,no
32,75,0,no
31,77,0,no
45,188,0,no
32,328,1,no
34,122,0,no
35,229,0,no
45,623,1,no
66,39,0,no
29,117,0,no
58,48,0,no
32,92,1,no
36,501,0,no
32,129,0,no
59,85,0,no
33,18,1,no
18,297,0,no
48,151,0,no
31,238,1,no
40,77,0,no
43,329,0,no
28,46,0,no
32,314,0,no
47,157,0,no
36,483,1,yes
27,628,0,no
49,255,0,no
45,126,0,no
31,195,0,no
35,71,0,no
37,226,0,no
34,934,1,yes
45,176,0,no
29,930,0,no
24,100,0,no
32,850,0,no
34,24,0,no
54,26,0,no
34,156,1,no
38,79,0,no
35,118,0,no
46,111,0,no
32,93,0,no
33,425,0,no
49,106,0,no
29,224,0,no
49,397,0,yes
44,48,0,no
34,154,1,no
38,53,0,no
28,315,0,no
39,238,0,no
31,41,1,no
36,127,0,no
33,75,0,no
36,540,0,yes
43,221,0,no
30,124,0,no
56,867,0,yes
59,77,0,no
28,79,0,no
36,131,0,no
43,201,0,no
34,266,0,no
31,294,0,no
30,200,0,no
45,185,0,no
23,194,0,no
21,374,0,yes
29,200,3,yes
47,196,0,no
21,209,0,yes
48,501,0,no
29,116,0,no
54,169,0,no
38,187,0,no
51,302,0,yes
23,16,1,no
30,85,0,no
43,240,0,no
35,385,0,no
47,126,0,no
26,160,0,no
45,111,1,no
58,525,0,no
25,173,0,no
54,174,0,no
33,195,0,no
46,132,0,no
31,63,0,no
28,109,0,no
34,310,0,no
61,425,2,yes
38,857,0,yes
46,96,0,no
59,378,0,no
34,175,0,no
29,26,0,no
45,90,1,no
58,127,1,no
35,248,0,no
41,80,0,no
46,183,0,no
45,270,0,no
43,96,0,no
57,377,0,no
32,316,0,no
39,120,1,no
43,181,0,no
33,191,0,no
37,345,0,no
44,145,0,no
39,381,0,no
27,167,1,yes
25,446,0,no
38,266,1,no
31,111,0,no
48,274,1,yes
37,248,0,no
53,202,0,no
40,103,0,no
30,72,0,no
41,232,0,no
30,131,0,no
43,518,0,no
29,754,0,no
34,295,0,yes
40,317,1,yes
24,73,0,no
49,25,0,no
51,178,1,no
33,200,0,no
30,69,0,no
34,76,0,no
49,668,1,yes
53,181,0,no
30,126,0,no
50,175,0,no
31,56,0,no
81,135,0,no
29,113,0,no
36,136,0,no
42,268,0,no
36,285,1,no
56,116,0,no
44,158,0,no
38,247,0,no
25,88,0,no
36,93,0,no
52,68,0,no
31,325,0,no
32,60,0,no
32,98,0,no
33,75,0,no
29,104,0,no
31,369,1,no
34,1211,0,yes
53,747,0,no
43,73,1,no
37,292,0,no
39,63,0,no
56,174,0,no
45,567,0,no
38,154,3,no
33,197,0,no
52,347,0,no
43,363,0,no
33,21,0,no
43,982,0,yes
34,191,0,no
24,109,1,no
32,588,0,no
53,37,0,no
28,102,0,no
40,168,0,no
33,303,0,no
27,72,0,no
30,171,0,no
40,389,0,no
52,667,0,yes
40,41,0,no
34,103,0,no
55,219,0,no
34,415,0,no
29,822,0,yes
28,148,0,no
31,12,0,no
53,280,1,no
50,135,0,no
54,42,0,no
38,122,0,no
40,639,0,no
54,87,1,no
42,298,0,no
36,127,0,no
50,705,0,yes
76,295,2,yes
34,640,0,no
54,77,0,no
51,229,0,no
38,152,0,no
53,494,1,yes
42,125,0,no
24,744,2,yes
27,3284,0,no
56,185,0,no
52,410,0,no
27,34,0,no
30,93,0,no
30,62,0,no
42,812,0,yes
44,278,0,no
31,161,0,no
41,377,0,yes
44,344,0,no
27,250,0,no
54,698,0,no
45,271,0,yes
59,133,0,no
51,46,1,no
37,242,0,no
56,46,0,no
44,212,0,no
20,159,0,no
45,317,0,yes
52,84,0,no
34,85,0,no
34,168,0,no
46,34,0,no
54,67,0,no
40,151,0,no
43,41,0,no
31,177,0,no
51,177,0,no
43,315,0,no
42,63,0,no
37,190,0,no
40,394,0,no
56,113,0,no
41,97,0,no
50,386,3,yes
29,63,0,no
30,116,0,yes
36,300,1,no
29,152,0,no
42,626,0,no
58,159,0,no
32,107,0,no
38,524,0,no
20,131,3,yes
39,286,0,no
49,91,0,no
33,90,0,no
35,370,1,no
44,462,0,no
49,292,0,yes
45,157,0,no
29,1055,0,yes
25,72,0,no
51,64,0,no
32,118,0,no
33,100,0,no
46,86,0,no
43,465,0,no
29,275,0,no
48,127,0,no
52,387,0,no
35,437,1,no
37,140,0,no
31,174,0,no
24,134,0,no
35,289,0,no
26,59,0,no
29,407,0,no
46,406,0,no
55,54,0,no
26,136,0,no
57,56,0,no
25,170,0,no
32,64,0,no
56,159,0,no
56,214,0,no
31,145,0,no
38,552,0,yes
53,103,1,no
42,280,0,no
30,147,0,no
31,170,0,no
34,292,0,no
35,480,0,no
55,68,0,no
35,218,0,no
31,365,0,no
24,75,0,no
41,195,0,no
36,567,0,no
31,88,0,no
49,74,0,no
30,273,0,no
44,222,0,no
41,612,0,no
29,262,0,no
32,96,0,no
56,483,0,yes
38,274,0,no
28,270,0,no
36,322,0,no
40,217,0,no
50,77,0,no
41,121,0,no
48,344,0,no
67,299,2,yes
33,139,0,no
55,326,0,no
58,90,0,no
33,213,0,no
37,7,0,no
54,34,0,no
33,118,0,no
33,162,1,no
50,155,0,yes
46,344,0,no
35,90,0,no
53,239,0,no
39,239,0,no
56,69,0,no
33,303,0,no
33,49,0,no
24,98,0,no
39,59,0,no
38,179,0,no
48,657,0,no
32,168,0,no
32,121,0,no
29,151,0,no
33,321,0,no
40,43,0,no
30,148,0,no
23,132,0,no
31,280,0,no
21,173,2,no
42,456,0,no
39,68,0,no
45,93,0,no
38,50,0,no
58,516,0,no
24,66,0,no
30,874,0,yes
33,299,0,no
30,249,0,no
33,151,0,no
48,143,0,no
31,221,0,no
40,85,0,no
30,109,0,no
26,346,0,no
29,222,0,no
79,163,1,no
39,182,0,no
29,304,0,no
27,9,1,no
38,214,0,no
24,91,1,no
35,349,0,no
47,101,0,no
48,360,0,no
29,89,0,no
32,711,0,no
32,541,0,no
38,25,1,no
36,90,0,no
33,278,0,yes
46,87,0,no
38,479,0,yes
38,226,0,no
61,176,0,no
50,131,0,no
40,451,0,no
45,504,1,yes
34,604,0,yes
48,192,0,no
38,127,0,no
45,100,0,no
38,350,0,no
37,29,0,no
37,72,0,no
56,80,1,no
36,74,0,no
51,142,1,no
51,567,0,no
38,224,0,no
33,64,0,no
44,125,0,no
56,87,0,no
56,508,0,no
36,146,0,yes
39,216,0,no
54,120,0,no
36,126,0,no
38,177,0,yes
29,179,0,no
45,133,1,no
44,745,1,yes
66,98,1,no
35,108,0,no
37,10,0,no
48,232,0,no
39,264,0,no
46,38,0,no
37,485,0,yes
40,137,0,no
45,329,0,no
29,170,0,no
33,116,0,no
26,106,0,no
29,175,0,no
32,67,0,no
30,87,0,no
40,310,0,no
29,534,0,no
44,201,1,no
39,292,0,no
33,68,0,no
31,369,0,no
39,505,0,no
28,131,0,no
28,59,0,no
53,98,0,no
41,212,0,no
28,371,0,no
29,1389,0,no
25,53,0,no
29,215,0,no
31,157,0,no
49,429,0,no
60,1640,0,yes
38,122,0,no
47,303,0,no
26,25,0,no
33,228,0,no
29,245,0,yes
35,1007,0,yes
29,442,0,no
34,29,0,no
37,52,0,no
36,220,0,yes
27,147,0,no
46,251,0,no
33,112,0,no
30,121,0,no
46,202,0,no
56,379,0,no
45,21,0,no
44,288,1,no
38,20,0,no
36,280,0,no
33,249,0,no
46,275,1,no
35,646,0,yes
24,257,0,no
32,47,0,no
58,240,1,no
50,117,0,no
55,61,0,no
44,119,1,no
27,304,0,no
45,25,0,no
33,238,1,no
31,39,1,no
35,13,0,no
46,46,0,no
31,204,0,no
52,145,0,no
42,94,0,no
39,17,0,no
42,204,0,no
42,211,2,yes
29,255,2,yes
30,85,0,no
53,22,0,no
41,102,0,no
32,652,0,yes
54,244,0,no
52,4199,0,yes
34,171,0,no
37,243,0,no
33,87,2,no
46,236,0,yes
31,51,1,no
30,648,0,yes
28,278,0,yes
32,211,0,no
54,222,1,no
34,324,0,no
35,283,0,no
46,119,1,no
45,171,0,no
39,1059,0,yes
46,266,0,no
38,438,0,no
54,94,0,no
40,210,1,no
45,734,0,yes
32,237,0,no
30,84,0,no
56,394,0,no
56,86,0,no
47,136,0,no
38,555,0,yes
52,534,0,no
33,134,0,no
25,604,0,no
37,26,0,no
42,431,0,no
25,111,0,no
34,106,0,no
43,178,0,no
58,1098,0,no
49,148,0,no
31,106,0,no
53,64,0,no
37,108,0,no
29,118,0,no
29,190,0,no
36,136,0,no
35,212,1,no
40,94,0,no
31,108,0,no
31,346,0,no
31,332,0,no
26,120,0,no
35,282,1,no
46,143,0,no
32,340,0,no
32,318,0,no
52,297,2,yes
34,198,0,no
44,381,0,no
40,480,0,no
39,143,0,no
57,81,0,no
36,339,1,yes
31,231,0,no
38,194,0,no
36,54,0,no
60,599,1,no
51,112,0,no
31,67,0,no
47,127,0,no
58,437,0,no
37,635,0,no
39,397,0,no
38,235,0,no
40,10,0,no
31,373,0,yes
36,164,0,no
31,488,0,no
44,699,0,yes
41,110,0,no
51,490,0,no
35,968,0,no
28,646,0,no
32,79,0,no
33,265,4,yes
59,295,0,no
39,590,0,no
38,729,0,no
52,264,0,no
41,174,0,no
33,41,0,no
39,129,0,no
36,70,1,no
38,288,0,no
26,93,0,no
38,244,0,no
57,129,1,no
51,286,0,no
42,578,0,no
40,150,0,no
31,75,0,no
31,196,0,no
78,591,1,yes
51,370,0,no
46,94,0,no
57,48,0,no
31,227,0,no
29,854,0,no
38,776,0,no
38,104,0,no
40,242,0,no
31,138,1,no
31,10,0,no
47,53,1,no
39,132,0,no
39,387,0,no
50,144,0,no
21,113,0,yes
50,113,0,no
35,201,0,no
49,114,0,no
35,193,0,no
48,146,2,no
56,57,0,no
20,131,1,yes
27,52,0,no
21,208,0,no
42,1392,0,yes
29,330,0,no
38,123,1,no
36,273,1,no
33,117,0,no
34,377,0,no
36,100,0,no
30,74,0,no
41,153,0,no
41,172,0,no
33,154,0,no
26,605,0,no
30,138,0,no
39,171,0,no
35,327,1,no
40,113,0,no
44,75,0,no
44,15,0,no
51,133,1,no
36,111,0,no
57,211,0,no
57,5,0,no
52,326,0,no
35,401,0,no
46,210,0,no
82,215,0,yes
77,155,1,no
46,927,0,no
31,60,0,no
35,20,0,no
30,56,0,no
60,159,0,no
26,237,0,no
52,269,0,no
39,241,0,no
39,217,0,no
39,337,0,no
33,425,0,no
43,284,0,no
38,241,0,no
31,370,0,no
38,85,0,no
34,193,1,no
32,26,0,no
54,173,0,no
55,319,0,no
45,46,0,no
35,181,1,no
39,128,0,no
35,963,0,yes
46,190,0,no
32,81,0,no
35,541,0,no
44,78,0,no
32,279,1,no
47,105,0,no
26,145,0,no
31,69,0,no
55,719,0,yes
32,95,0,no
41,187,0,no
39,283,0,no
56,260,0,no
28,465,0,no
30,308,0,no
43,945,1,yes
51,480,0,yes
54,130,0,no
48,122,1,no
44,331,0,yes
47,380,0,yes
38,32,0,no
59,341,0,no
51,122,0,no
36,107,0,no
56,120,0,no
46,205,0,no
43,246,0,no
42,541,0,no
41,333,1,no
44,55,0,no
46,251,0,no
46,617,0,no
52,486,0,yes
80,199,0,yes
40,7,0,no
34,222,0,no
47,216,0,no
34,147,0,no
36,201,0,no
29,528,1,no
35,365,0,no
45,100,0,no
41,261,1,no
30,305,0,no
60,301,0,no
37,538,0,no
35,102,0,no
29,227,2,yes
39,158,0,no
33,60,0,no
32,630,1,no
49,216,0,no
25,431,1,no
28,35,1,no
35,127,0,no
48,122,0,no
50,326,0,yes
31,14,1,no
41,102,0,no
58,326,3,yes
48,485,0,no
31,103,2,yes
58,194,0,no
38,136,1,no
34,218,0,no
35,180,0,no
35,34,0,no
37,82,0,no
44,336,1,no
57,112,0,no
53,431,1,no
37,294,1,yes
45,171,0,no
57,192,0,no
40,377,0,no
26,194,0,no
31,16,0,no
28,225,3,yes
58,430,0,no
41,74,0,no
40,246,0,no
25,328,0,no
33,807,1,no
32,151,0,no
77,190,0,yes
36,971,0,no
37,884,0,no
26,217,1,no
30,129,0,no
48,425,0,no
41,197,0,no
40,108,0,no
38,508,1,no
31,376,0,no
30,163,0,no
26,428,0,no
36,248,1,no
33,222,0,no
45,71,1,no
32,296,0,no
35,140,0,no
58,342,0,yes
33,222,0,no
47,27,0,no
57,34,0,no
28,93,2,no
34,384,0,no
27,643,0,no
28,68,1,no
41,422,0,yes
39,293,1,yes
31,100,0,no
29,34,0,no
36,158,1,no
28,392,0,no
47,24,0,no
52,132,0,no
42,721,0,no
31,145,0,no
36,239,0,no
39,650,0,yes
28,108,0,no
31,335,0,no
25,816,0,no
42,662,0,no
36,156,0,no
28,289,0,no
30,330,0,no
37,171,0,no
55,542,0,yes
47,258,1,no
77,393,0,yes
33,216,1,no
36,105,0,no
33,155,0,no
36,108,1,no
51,139,0,no
33,398,1,yes
24,421,0,no
69,93,1,no
40,561,0,no
36,91,1,no
29,198,2,no
45,173,0,no
38,152,0,no
51,394,0,no
33,85,0,no
49,447,0,no
33,377,1,no
41,460,0,no
23,266,0,no
50,152,0,no
75,293,1,yes
33,451,0,no
46,294,1,no
56,112,0,no
52,283,0,no
28,207,0,no
42,311,0,no
33,99,0,no
24,1176,2,yes
39,471,0,no
47,106,0,no
33,43,0,no
33,656,0,yes
37,124,0,no
46,692,1,no
31,282,0,no
39,224,0,no
54,178,0,no
40,141,0,no
59,17,0,no
56,123,0,no
59,300,0,no
28,223,0,no
39,341,0,no
29,556,0,yes
29,539,0,no
86,955,0,yes
50,283,0,no
33,101,2,no
28,964,0,no
31,301,0,no
36,399,0,no
33,328,1,no
37,1311,0,yes
29,41,1,no
26,716,1,yes
28,529,0,yes
51,140,0,no
23,134,0,no
45,561,0,no
53,23,0,no
70,161,0,no
46,269,0,no
33,119,0,no
48,364,0,no
52,191,0,no
53,276,0,no
59,181,0,no
37,166,0,no
33,121,0,no
41,516,0,no
30,276,0,no
45,127,0,no
32,61,0,no
50,77,1,no
32,343,1,no
59,82,0,no
36,338,0,no
38,360,0,no
48,121,0,no
32,168,0,no
34,96,0,no
30,1109,0,yes
33,103,0,no
40,1283,0,no
49,82,0,no
57,164,0,no
58,406,0,no
27,297,0,no
45,229,0,no
56,123,0,no
24,162,0,no
34,180,0,no
50,280,0,no
62,405,0,yes
41,134,0,no
32,228,0,no
31,325,0,no
27,210,2,yes
21,106,0,no
48,88,0,no
32,160,0,no
39,52,0,no
34,11,0,no
43,175,0,no
47,179,0,no
33,117,0,no
52,425,0,no
32,65,0,no
46,464,0,yes
60,188,0,no
32,21,0,no
32,220,0,yes
50,93,0,no
24,74,0,no
48,236,0,no
37,288,0,no
35,200,0,no
61,154,0,no
33,59,0,no
56,560,0,no
33,163,0,no
46,310,0,no
52,699,0,no
40,481,0,no
29,468,0,no
30,68,0,no
35,62,1,no
36,302,0,no
39,149,1,no
54,222,0,no
29,206,0,no
39,44,1,no
50,679,0,no
69,396,0,no
29,273,0,no
42,340,0,no
23,104,0,no
49,230,0,no
49,118,0,no
35,925,0,yes
38,146,0,no
41,132,0,no
35,44,0,no
52,535,0,no
32,130,0,no
33,113,1,no
36,663,0,yes
52,257,0,no
44,26,0,no
31,409,0,no
33,25,0,no
29,689,0,no
44,494,0,no
28,275,0,no
27,158,0,no
37,394,0,no
54,611,0,no
40,135,0,no
35,126,0,no
53,55,0,no
49,7,0,no
46,172,0,no
38,277,0,no
41,377,0,no
30,55,0,no
34,562,0,no
43,315,0,no
51,62,0,no
48,113,0,no
41,200,0,no
32,85,0,no
47,302,0,no
23,67,0,no
51,377,0,no
41,127,0,no
20,190,1,no
36,69,0,no
51,396,0,no
37,316,0,no
29,797,0,no
48,306,0,no
50,878,0,no
50,161,1,no
40,17,0,no
41,152,0,no
57,74,0,no
36,309,0,no
47,285,0,no
44,133,0,no
53,62,0,no
31,47,0,no
36,641,0,yes
54,101,0,no
74,232,0,yes
36,87,2,no
25,95,0,no
33,195,0,no
30,13,0,no
26,48,0,no
34,815,0,no
37,392,0,no
34,1168,0,no
77,144,2,no
34,639,0,no
59,27,0,no
58,250,0,no
33,34,0,no
30,160,0,no
24,345,0,no
33,353,0,no
59,659,0,no
34,121,0,no
47,828,0,no
50,460,0,no
39,1007,0,no
54,180,0,no
31,214,0,no
25,164,0,no
53,93,0,no
42,246,0,no
50,600,0,no
40,96,0,no
26,360,0,no
50,255,0,no
31,455,0,no
28,63,0,no
37,77,0,no
49,532,0,yes
41,135,1,no
42,424,0,no
40,100,0,no
40,155,0,no
32,262,0,no
31,362,0,no
56,173,0,no
28,106,0,no
42,461,0,no
41,26,0,no
47,86,0,no
77,84,1,no
31,69,0,no
50,90,0,no
46,14,0,no
48,141,0,yes
30,41,0,no
56,641,0,yes
31,102,0,no
57,432,0,no
39,2191,0,no
42,173,0,no
49,771,0,no
27,297,0,no
39,120,0,no
41,360,0,no
24,185,0,no
34,291,1,no
31,174,0,no
37,185,1,no
44,308,1,no
40,88,1,no
31,35,0,no
53,139,0,no
47,139,0,no
46,198,0,no
27,126,0,no
50,264,0,no
35,9,0,no
30,138,0,no
55,345,0,no
33,210,0,no
46,445,0,no
34,230,1,no
57,293,0,no
58,144,0,no
47,115,0,no
52,177,3,yes
25,169,1,no
34,76,0,no
34,99,0,no
44,163,0,no
51,94,0,no
32,59,0,no
51,16,0,no
41,133,0,no
41,137,0,no
57,48,0,no
36,163,0,no
56,106,0,no
50,110,0,no
33,523,0,no
31,958,0,no
72,270,0,no
45,254,0,no
32,84,0,no
53,206,0,no
48,288,0,no
42,96,0,no
35,181,0,no
34,1152,1,no
43,24,0,no
36,191,0,no
45,773,0,yes
44,43,0,no
35,41,0,no
51,387,0,no
28,116,0,no
39,480,0,no
33,271,0,no
34,104,1,no
30,145,0,no
50,66,0,no
35,399,0,no
41,115,0,no
39,305,1,no
54,99,0,no
27,36,0,no
44,294,0,yes
50,126,1,no
57,194,0,no
36,206,0,no
41,235,0,no
36,93,0,no
39,241,0,no
39,55,0,no
40,175,0,no
31,596,0,no
52,173,0,no
33,121,1,no
50,203,0,no
42,75,0,no
27,198,0,no
22,139,0,no
35,580,0,no
46,154,0,no
27,173,0,no
56,86,0,no
26,291,0,no
42,392,0,no
32,402,0,no
42,122,0,no
73,128,0,no
58,342,0,no
34,120,0,no
35,188,0,no
45,300,0,no
50,307,0,no
43,129,0,no
38,283,0,no
42,14,0,no
37,132,0,no
29,378,0,no
28,170,0,no
36,68,1,no
35,259,0,no
40,342,0,no
39,175,0,no
39,210,0,no
56,210,0,no
36,592,1,no
31,261,0,no
23,58,0,no
23,226,1,yes
45,104,0,no
49,95,0,no
35,214,0,no
40,150,0,no
41,116,0,no
36,55,0,no
47,221,0,no
24,303,1,yes
25,150,0,no
30,1038,1,yes
59,324,1,no
47,274,0,no
31,68,0,no
39,408,0,no
50,532,0,no
46,171,1,no
55,90,0,no
29,1147,0,no
45,738,1,yes
37,208,0,no
32,691,4,no
30,182,0,no
58,72,0,no
30,154,0,no
44,91,0,no
47,243,0,no
61,174,0,no
49,377,0,no
88,188,0,yes
29,212,0,no
45,296,0,no
22,283,0,no
32,256,0,no
57,193,0,no
44,74,0,no
35,164,0,no
37,43,0,no
35,60,0,no
37,333,0,no
40,198,0,no
37,163,0,no
29,127,2,no
26,76,1,no
35,52,0,no
36,109,0,no
48,360,0,no
43,167,2,no
27,102,0,no
31,93,0,no
45,191,0,no
42,241,0,no
30,505,0,yes
32,108,0,no
42,99,0,no
31,397,1,no
45,237,0,no
30,103,0,no
43,294,0,no
38,201,0,no
44,71,0,no
26,16,0,no
27,61,0,no
34,41,0,no
36,53,0,no
30,166,0,no
35,98,0,no
32,679,0,no
55,56,1,no
40,258,0,no
31,267,0,no
31,300,0,no
34,477,0,no
64,111,0,no
54,249,0,no
48,86,1,no
34,511,0,no
39,162,0,no
33,129,0,no
49,87,0,no
39,80,0,no
43,149,0,no
42,77,0,no
30,206,0,no
52,283,0,no
52,454,0,no
32,27,0,no
53,503,0,no
55,228,0,no
31,119,0,no
29,6,0,no
21,172,0,no
34,102,0,no
39,306,0,no
35,343,0,no
80,186,1,yes
39,2016,0,yes
39,388,0,no
31,354,0,no
55,146,0,no
32,416,0,yes
33,90,0,no
34,217,1,no
28,329,0,no
37,98,0,no
35,298,0,no
39,221,0,no
41,257,0,no
29,42,0,no
24,165,0,no
33,82,0,no
30,254,0,no
25,136,0,no
33,355,0,no
26,134,0,no
39,638,0,no
52,250,0,no
50,84,0,no
31,392,0,no
34,370,0,yes
43,16,0,no
62,210,0,no
38,1374,0,yes
30,266,0,no
52,404,1,yes
58,198,2,no
34,73,0,no
55,88,0,no
30,251,0,no
47,181,1,yes
33,278,0,no
58,108,0,no
37,521,0,yes
46,630,0,yes
46,78,0,no
29,292,0,no
30,54,0,no
54,56,0,no
32,295,1,no
37,42,0,no
50,312,0,no
26,331,0,no
54,111,0,no
39,304,0,no
33,26,0,no
43,43,1,no
27,154,0,no
45,180,0,no
28,475,0,no
54,1117,0,yes
52,655,0,no
54,336,0,no
32,102,0,no
26,395,0,yes
33,219,0,no
41,10,0,no
34,26,0,no
48,17,0,no
22,221,1,yes
50,78,0,no
48,302,0,no
39,182,0,no
30,386,0,no
53,167,1,no
45,319,0,no
34,143,0,no
29,78,0,no
31,272,0,yes
53,80,0,no
