Helpful,StarRatings,Tags,Days,Textual Messages,ID,,Number
,5,Five Stars,"on November 6, 2014","Excellent equipment, very good, very nice",otto trincado,Samsung_S5,1293
0 of 1 people found the following review helpful,5,Five Stars,"on November 3, 2014",Everything okay thank you,PUGA,Samsung_S5,1294
,5,Five Stars,"on November 3, 2014",Excelente sin novedad.,Jeniffer,Samsung_S5,1295
,3,Three Stars,"on November 3, 2014",Fine phone,Patricio R Cedillo Ledesma,Samsung_S5,1296
1 of 1 people found the following review helpful,4,Very good phone and in good condition,"on November 2, 2014",I received the package that includes At&t samsung galaxy S5 G900A with all accessories and not S5 G900F. But the phone is unlocked and was in good condition. I can use other US sim cards. I just used nearly 2 weeks and currently no issues. I like this phone. However end of this month i am going out of USA. Then i can check if it is working international sim cards.,Justin Antony,Samsung_S5,1297
0 of 1 people found the following review helpful,4,Four Stars,"on October 30, 2014",very good,thanghuynh,Samsung_S5,1298
0 of 1 people found the following review helpful,5,Five Stars,"on October 28, 2014",love it <3 <3 <3,Minerva,Samsung_S5,1299
1 of 2 people found the following review helpful,3,Not international.,"on October 28, 2014","The description ""internacional"" was failed!! I had to configure the language, install a lot of programs.",Danielle,Samsung_S5,1300
0 of 1 people found the following review helpful,5,Five Stars,"on October 28, 2014",entregado a tiempo aun lo estoy conociendo muy bueno,Graciela Braverman,Samsung_S5,1301
1 of 1 people found the following review helpful,5,Love it :),"on October 27, 2014","i love this phone.... the delivery was on point and it came sealed with usb cable , headphones, and user guide... the phone is wonderful, the screen is so bright and clear... it works well on Digicel network in the caribben (jamaica, Antigua) although it says H+ instead of 4G whereas my Galaxy s3 says 4G so idk whats up for that , but the phone runs fast like 4G speeds and the heart rate monitor works well along with the finger print lock .... i have an issue tho with the smart remote where it always force close when i try to use it to change a channel or turn the volume up on my TV (please help cuz i really like this app) but otherwise from those little glitches i am a happy customer",Paula sherma Simon,Samsung_S5,1302
0 of 1 people found the following review helpful,1,UK support couldn't try to connect to device using Smart Tutor. As some body mentioned there is no ...,"on October 25, 2014","My phone don't have Finger Scanner. I called Samsung US and they couldn't locate IMIE number and they told they cannont help with international model and asked me to contact UK. UK support couldn't try to connect to device using Smart Tutor. As some body mentioned there is no point in shipping to UK through a friend as well. This is not justice, selling without customer support.","shashi ""shashi""",Samsung_S5,1303
0 of 1 people found the following review helpful,5,Love it! I bought G900F but It came G900FD ...,"on October 24, 2014",Love it! I bought G900F but It came G900FD i hope there is no problem cause I'll use it in brazil.,Suelen Pereira da Silva,Samsung_S5,1304
0 of 1 people found the following review helpful,1,One Star,"on October 24, 2014",had to return it would not connect to internet,Mike Gray,Samsung_S5,1305
3 of 4 people found the following review helpful,5,works great on my local network provider here in the Caribbean,"on October 23, 2014",package was received on time brand new and was exactly what was advertised. works great on my local network provider here in the Caribbean. All accessories were present in the box I received which was nice and sealed. all in all a great buy.,Ronimus,Samsung_S5,1306
0 of 1 people found the following review helpful,5,Five Stars,"on October 23, 2014",Todo perfecto... me funciono con la operadora DIGITEL LTE,Jesus Maria Lobaton Escobar,Samsung_S5,1307
0 of 1 people found the following review helpful,5,Five Stars,"on October 23, 2014","Great cell full of features, nice display",Robby D.,Samsung_S5,1308
0 of 1 people found the following review helpful,5,Five Stars,"on October 23, 2014",A great phone,Dror,Samsung_S5,1309
,2,Amazing but fail,"on October 21, 2014",The screen worked about 1 day.. then died. Is a great phone and the photos are amazing. If you add it a protector is huge to carry with. I rate with two stars because the failure (second time to me).,juan pablo pizarro,Samsung_S5,1310
,5,Five Stars,"on October 21, 2014",Best phone,Jefry Morel,Samsung_S5,1311
1 of 1 people found the following review helpful,5,"Samsung Galaxy S5 SM-G900F 4G LTE 16GB, White - International Unlocked","on October 21, 2014","First one of these had an issue - home screen was freezing up occasionally, quite often actually. Amazon handelled the return and exchange in TOP NOTCH manner and the second unit works like a charm (although, the box WAS open, seal was broken, go figure)",slawekjb,Samsung_S5,1312
,5,Five Stars,"on October 20, 2014",MY NEW SAMSUNG GALAXY S5 IS AMAZING 4G LTE,Jesus E Rodriguez F,Samsung_S5,1313
2 of 2 people found the following review helpful,2,Other than that it's still a good phone. I don't think it's fair that Amazon ...,"on October 19, 2014","The phone does not work with 4G, as previously stated by others the box was opened and the seal was fake (over the original one that was already broken). Other than that it's still a good phone. I don't think it's fair that Amazon lets a seller advertise and sell something that is not 100% real. I will not recomend the seller nor his ""4G S5"".",Cap Voi,Samsung_S5,1314
,5,Five Stars,"on October 19, 2014",Perfect!,Leonardo N.,Samsung_S5,1315
,5,Five Stars,"on October 19, 2014",It's a great phone!!!!,Ingrid,Samsung_S5,1316
,5,Five Stars,"on October 18, 2014",Totally satisfied!!! Best phone I've ever had,Minerva Ontivero,Samsung_S5,1317
1 of 2 people found the following review helpful,4,who to claim for so tiny stupid problems?,"on October 14, 2014","I have two problems with this delivery device: 1.. The charger came with an european style, means, I have to use my old charger from another Samsung phone. 2... the earphone device doesn't fit correctly, means, I can't use it. Who is checking the quality of this deliveries? who to claim for so tiny stupid problems?",DdelC,Samsung_S5,1318
0 of 1 people found the following review helpful,1,One Star,"on October 14, 2014",asasas,walter,Samsung_S5,1319
,4,It is a good cell phone,"on October 14, 2014","It is a good cell phone, but i don't know it was with two chips. I suggest put in product description.",Swellen,Samsung_S5,1320
,5,Five Stars,"on October 13, 2014",Excelente,Adrian Angulo,Samsung_S5,1321
,4,Four Stars,"on October 13, 2014",I thought inline staffs were fake b@ amazon with best mobile proved me wrong..cell works perfectly and ..gud job.,Gabriel B.,Samsung_S5,1322
,5,Five Stars,"on October 11, 2014",Bueno,Aurelio Reyes,Samsung_S5,1323
,3,Three Stars,"on October 10, 2014","phone works fine but i didn't know it was dual sim , i ordered smg900f and got smg900fd.",Mosiah,Samsung_S5,1324
1 of 1 people found the following review helpful,3,"great phone, but I did my research and bought ...","on October 10, 2014","great phone, but I did my research and bought the 900F for the 4G LTE capabilities and I have metropcs services and it turns out that it will only run on 3G H+..it cannot work on 4G, I am disappointed because I really wanted this phone..i love it, but it will not work on 4G.",mermaid2222,Samsung_S5,1325
,5,Five Stars,"on October 10, 2014",A++,Gian Piero Del Giudice,Samsung_S5,1326
0 of 1 people found the following review helpful,5,Five Stars,"on October 9, 2014","Excellent Seller, Recommended 100%.",Angela Varela,Samsung_S5,1327
2 of 2 people found the following review helpful,5,IT IS A PALM-SIZED COMPUTER,"on October 9, 2014","I have very poor eyesight and I was a little concerned that I wouldn't be able to use a ""smartphone,"" but the brightness of the screen and colors make it possible for me to see what is necessary. I'm 75 yrs.old and use a PC, iPad, and 3 Kindles. I particularly wanted this type of phone for texting, and find that with a little help from my granddaughter I've been able to pick up operating this phone with tolerable ease. I did a lot of investigating before buying and I recommend buying this phone from Amazon, unlocked, and use Consumer Cellular as server.","Dusty Rhodes ""GiGi""",Samsung_S5,1328
,5,Five Stars,"on October 7, 2014","super excelente lo recomiendo 100% todo excelente ""Super excellent I it recommend 100 quite excellent %""",Fran,Samsung_S5,1329
,5,S5 is a great phone,"on October 7, 2014",Phone was just as advertised. Charged it and placed a Sim card from Straight Talk and everything worked great. Phone is fast and camera is wonderful. Would recommend to anyone and especially for anyone thinking about the new I Phone 6 from apple. These phones are several releases behind Samsung.,Robert Lanzarotta,Samsung_S5,1330
,5,Works great abroad. Took it to Mexico City,"on October 7, 2014","Works great abroad. Took it to Mexico City, inserted local sim and was able to make, receive and use internet just fine. Just one thing. Could't change to local language. Besides that, everything works ok.",FERNANDO HERNANDEZ ABAD,Samsung_S5,1331
,5,Five Stars,"on October 6, 2014","The phone is new like in description, didn't have any problem until now!",Lavinia-Ingrid Petrisor,Samsung_S5,1332
,5,Five Stars,"on October 6, 2014",Excellent!,Joel Mercado,Samsung_S5,1333
1 of 1 people found the following review helpful,5,Fantastic! - Vendor is Shopebest.,"on October 3, 2014","Brilliant! Came in the box. Has a nice sticker over the side that states ""Do not accept if seal is broken"" Inside the box is a shiny new S5 SM-900FD phone with all the plastic still in place. Under that is the SN and ID data sheet / sticker... (don't loose). Under that a quick start guide. Below that you find the Charger (Euro), cables, earbuds and a Euro to US plug adapter for the charger. But since its basically a USB adapter any USB Phone charger 'should' work fine (check the voltages though). Some people seem to have been confused by the Euro charger. Im guessing the term ""International"" didn't quite hit home for them. The screen is untouched, the back is untouched and apart from the addition of the US adapter its a perfectly fine almost straight from the factory box. Just make sure you check the UPC on the box ""Before"" you break the seal. My only quibble is the packaging.. No kind of bubble wrap or shock material at all. The package was snug around the box so it didn't ""bounce around"" in the box. But there was little in the way of shock absorbing materials. UPS delivered the package un molested though.",Adrian Swift,Samsung_S5,1334
,5,Five Stars,"on October 2, 2014",That's ok with the product and delivery,Antonio Rodriguez,Samsung_S5,1335
3 of 3 people found the following review helpful,1,Samsung seal broken and instead a non-original samsung seal over it,"on October 2, 2014","The original Samsung seal was broken and SHOPEBEST seller put a non-original Samsung seal instead. I can tell that because the logo was not in same quality as original. I could carefully open that seal (which with original i wouldn't be able to) and found out the Wall chager was an european one, so they had to put a non-Samsung adapter. So i dont know if they broke the Samsung seal because of that or because it wasnt a Factory unlocked pone. They could say that in description or something like that. DONT buy from SHOPEBEST.",Marbella Tamez de Gonzalez,Samsung_S5,1336
,5,Five Stars,"on October 2, 2014","The product is really good. Until now, I had no problems with it.",Raissa Caminha,Samsung_S5,1337
,5,Five Stars,"on October 1, 2014",ok,Manuel Rodríguez,Samsung_S5,1338
,5,Five Stars,"on October 1, 2014",Excellent phone!!,Sean Boyak,Samsung_S5,1339
1 of 1 people found the following review helpful,2,Attention for LTE,"on September 29, 2014","In the United States LTE is not usable, because this is an international phone. I tried with AT&T and T-Mobile, talked with a few customer services and that is how my question is answered. Otherwise I received the product very well but I need to return back.",Sinan Sahin,Samsung_S5,1340
,3,I had issues with Google Play which wasn't working out ...,"on September 29, 2014",I had issues with Google Play which wasn't working out of the box but I got it fixed. other than that it's all good,Diego,Samsung_S5,1341
0 of 1 people found the following review helpful,5,Five Stars,"on September 27, 2014","excellent product. excellent seller, very good attention.",Willinton,Samsung_S5,1342
1 of 3 people found the following review helpful,1,One Star,"on September 26, 2014",the galaxy s5 I got was no good I hope to get ah better one next time,Travis Roberts,Samsung_S5,1343
,5,"Phone works in the US, India and Russia","on September 26, 2014","Bought this for my mom. Not the easiest of people to please, but she absolutely loved it. Used it first in the US for a week with a US simcard. Then used it in India & Moscow with an indian simcard. It worked as advertised. Pls read the fineprint, where it says certain colors should be unlocked by using in the US before using it elsewhere. The phone comes preset with a non english language, I think it was the thai language, but you should be able to switch it to english.....",Haran Thiyagarajan Murthy,Samsung_S5,1344
,5,Five Stars,"on September 25, 2014",excellent item !!!! I'm happy !!!!,idelvadonsky stufano,Samsung_S5,1345
,4,Good one,"on September 24, 2014",Really good,Naveen,Samsung_S5,1346
,5,Five Stars,"on September 22, 2014",Excelente!!!,melina senese,Samsung_S5,1347
,5,Five Stars,"on September 22, 2014",Its just as I expected,terron Williams,Samsung_S5,1348
,5,Five Stars,"on September 21, 2014",Exelente telefono,Gregorio A. Jimenez R,Samsung_S5,1349
,5,Five Stars,"on September 20, 2014",i love it and would recommend it to anyone....great phone,therisa arscott,Samsung_S5,1350
,5,Five Stars,"on September 19, 2014",Perfect !!,Kaio Kristians Aguiar,Samsung_S5,1351
,5,Five Stars,"on September 18, 2014",Good job thank you so much,güzide,Samsung_S5,1352
,4,Four Stars,"on September 18, 2014",Delievery is a little bit slow..,yuri jung,Samsung_S5,1353
,5,Just AMAZING!!!,"on September 17, 2014",Just AMAZING!!!,Bruno Andreucci,Samsung_S5,1354
,4,Four Stars,"on September 15, 2014",Muy bueno,sivia,Samsung_S5,1355
,5,"Amazing phone, very good battery life and incredible performance","on September 15, 2014","Amazing phone, very good battery life and incredible performance. Coming from an iphone 5, there are so many more features available!",Giulifi,Samsung_S5,1356
,2,Wrong charger with phone.,"on September 13, 2014",Phone was shipped after 2 days of delay. There is wrong charger with the phone.,Ishan Kudale,Samsung_S5,1357
0 of 1 people found the following review helpful,4,Four Stars,"on September 12, 2014",Spanish Language is no available,David Narvaez,Samsung_S5,1358
,5,Ok. Tudo certo,"on September 12, 2014",Entregou tudo corretamente como anunciado. Muito bom celular.,Nilson Cardoso,Samsung_S5,1359
,5,Five Stars,"on September 11, 2014",Works well,kimora16,Samsung_S5,1360
2 of 3 people found the following review helpful,5,Phone is perfect in excellent working condition and works exceptional on the ...,"on September 9, 2014",Phone is perfect in excellent working condition and works exceptional on the Barbados network. I an truly satisfied with this purchase.,"Krystal D. Watson ""Kwatson""",Samsung_S5,1361
,5,Five Stars,"on September 9, 2014",Excellent movil! The seller is great! Thank you for all!!!!,JOSE ALEXI GONZALEZ,Samsung_S5,1362
,5,Great phone,"on September 8, 2014","The phone came in a sealed box and was definitely completely new. It was unlocked as expected, however branded to Vodacom (only noticable by the flash screen on startup). Not sure what that means for the warranty but I assume Samsung will honor their warranty no matter the original carrier. Since that is the only noticeable thing about it and it works fine with my SIM card, I don't care, but if it bothers someone, you'd have to root it to get rid of it. Another thing is that it came with an European charger and a cheap chinese adapter. I had some other Samsung chargers lying around, and bought it for Europe anyway, so I was happy about that. If you want to use it mainly in the US, you may want to get another Samsung charger. I used the phone in Dalvik for a while and noticed a significant improvement in speed after switching to ART. It turned hot briefly after the switch, but after that it ran smoothly and I had the feeling battery life improved also (although it was already great to begin with, it lasted 2+ days playing music, watching movies, using navigation plus mobile data and WIFI). I was at first worried that some apps would not run, but non of the apps had a problem, in fact, they almost uniformely ran better, except for the Kindle app which is incredibly slow for some reason and was from the beginning (did only try the Samsung version). Amazon music on the other hand runs perfectly. The design of the phone is beautiful, the colors of the screen are great and it is easily readable in bright sunlight. A joy to watch movies. I was also impressed with the sound quality of the included headphones. The camera makes great photos even in low light, and does not have the lag I had on my old phone. The front camera is gritty in low light, but that is to be expected. The fingerprint sensor works amazingly well. I have one on my HP laptop, and did expect the one on the phone would have the same problems with sweaty fingers, but it worked well even when I was biking. That said, it also works great as a phone ;). Overall, I'm very happy with this phone, and also with the seller. Delivery was speedy (arrived three days before the Amazon predicted date). I should mention that I got this phone from Top10Cell, since there are different sellers for this. As I said, Top10Cell was selling the African (Vodacom) model.",Molly,Samsung_S5,1363
,5,Five Stars,"on September 8, 2014",Good!!! A++++,Frank Manuel Heredia Bayas,Samsung_S5,1364
2 of 2 people found the following review helpful,4,Just Trying to Understand,"on September 8, 2014","I'am really satisfied about this product, galaxy S5 is simply amazing! The best differential until now is: - battery life (more than 02 days usually) - charge speed - camera quality and speed (instant picture) - 4G LTE technology - lightweight - brightness and backlight control - saving energy modes - and much more.","Conterato, José",Samsung_S5,1365
,5,Five Stars,"on September 6, 2014",Amazing phone,jose luis rodriguez vidal,Samsung_S5,1366
,4,Four Stars,"on September 5, 2014",GREAT I RECOMMEND,"Franklin Rodriguez ""RUEDA L.""",Samsung_S5,1367
,5,Five Stars,"on September 4, 2014",Perfect! I love it!!,Viviana,Samsung_S5,1368
,5,Five Stars,"on September 2, 2014",Very good,Eli,Samsung_S5,1369
,5,Five Stars,"on September 2, 2014",Excelent!,Fabricio Barboza,Samsung_S5,1370
,5,Connection are always good. I was worried that it would be too ...,"on August 31, 2014","Loving this phone so far. It is really fast. Connection are always good. I was worried that it would be too big, but found that is not an issue. Highly recommend the phone.",msnkare,Samsung_S5,1371
,5,Very Happy!,"on August 30, 2014",I did a lot of research before buying this phone. The galaxy S5 delivers. This is a new phone. Comes in the original packaging and delivered with accuracy by the always reliable Amazon. Very Happy!,ruben jimenez,Samsung_S5,1372
2 of 3 people found the following review helpful,5,Works on T-Mobile U.S.A (in depth network/phone review),"on August 29, 2014","Works with T-Mobile U.S.A I live near Seattle WA, unfortunately there is no 4G or LTE connection that is establishable and I get 3G and a very good HSPA+ connection with average Download speed of 22mbps and upload of 7mbps on 3G. 29mbps download and 11 uplaod on HSPA+. I have a Galaxy S3 LTE (T999L) version for T-mobile as well and I get 35mbps download and 15 upload on T-moblies 4G LTE network.There is not a big gap at all between the different network speeds, call quality and text messaging is liquid smooth, no complaints there. If your a big network buff then this shouldn't be a huge deal because I also did some testing with my Galaxy S3 and this Galaxy S5 side by side and the speed difference is usually a 1-2 second delay. The place where 4G and LTE outperform is when downloading and uploading big files, not small files like updates from the playstore etc. My advise is not to buy this phone based on network, rather on the phone itself, it is a amazing device and I highly recommend it to friends. Don't let things like network speeds that load your webpages 1 second slower get in the way from the amazing user experience that the phone itself has to offer. If you really want a good stable connection then switch to WiFi this phone has a killer network connection to Wifi it's super fast and very stable, mobile networks too. So whoever may be reading this review this is a fantastic phone the best i've had the privilege of having it works on T-mobile U.S.A and there is no noticeable network difference from a pure T-mobile device. So if you want a Galaxy S5 then i highly recommend this one because if you don't live in the U.S. then you may have 4G LTE. I have no complaints at all hands down best phone out there. I hope this helped anybody, and helps with your purchasing decision.",Steven Richards,Samsung_S5,1373
,5,Five Stars,"on August 26, 2014","a really nice phone, my family love them.",Mitchell Coleman,Samsung_S5,1374
,5,Five Stars,"on August 24, 2014",excellent smartphone,Luis,Samsung_S5,1375
,5,It worked Great with my GSM sim card and on the Cricket ...,"on August 23, 2014",Phone was Brand NEW! It worked Great with my GSM sim card and on the Cricket Wireless Network!,Andy Cupples,Samsung_S5,1376
,5,ok,"on August 23, 2014",Everything good.,Vanassi,Samsung_S5,1377
,5,Good,"on August 22, 2014",Amazing.... i got the original samsung product with al the accessories in a sealed package 2 two days before expected delivery. No problems till now with the samsung galaxy s5 that i got..,karthick,Samsung_S5,1378
,5,Five Stars,"on August 22, 2014",Very good!,Maxim,Samsung_S5,1379
,5,Five Stars,"on August 22, 2014",nice,diomedes jose potella lozada,Samsung_S5,1380
,5,very good,"on August 22, 2014",very good product thank you very much.,juan molina,Samsung_S5,1381
,5,useful phone,"on August 20, 2014",Phone is good and Wireless Everything is so helpful . They deserve 6 stars.,Ozgur Akyazi,Samsung_S5,1382
,5,Very good,"on August 18, 2014",A++ very good,Cristian Mayorga,Samsung_S5,1383
2 of 2 people found the following review helpful,5,"Yes, Working well in Haiti.","on August 17, 2014","Yes ,Working well in Haiti.",Emmanuel V.,Samsung_S5,1384
,5,LOVE IT,"on August 12, 2014",Amazing phone. Love it! 4g lte works on most Gsm networks. Although if you don't use a us carrier sim to unlock it i don't think it will work,L. Liang,Samsung_S5,1385
0 of 1 people found the following review helpful,5,Great phone,"on August 11, 2014","The samsung galaxy S5 we received was new, just as advertised. It has english and arabic user guide inserts and you'd have to use the adapter provided with the product to be able to charge the mobile. The phone does not work on T-mobile 4G, but will work in many other countries. For folks buying to use the mobile in India, it won't work on 4G LTE because India uses 2300 TDD band which this phone does not support. The features like heart rate monitor takes a while getting used to and forces you to sign up with samsung. The finger scan is a pain if you are using the otterbox defender series protective case!",Hemu,Samsung_S5,1386
,5,Five Stars,"on August 10, 2014",The phone is very nice i am a turkish and using with smile thanks,Nedim KOKBAS,Samsung_S5,1387
,5,Five Stars,"on August 8, 2014","I love it!, It's amazing smartphone, it have everything...",José Humberto Márquez Zambrano,Samsung_S5,1388
,5,Five Stars,"on July 31, 2014",Excelente,"Andres Bello ""Andres Bello""",Samsung_S5,1389
,5,Five Stars,"on July 30, 2014",Was worth every penny.....,Lescene Baker,Samsung_S5,1390
7 of 7 people found the following review helpful,4,On and Off 4G... only no LTE,"on July 28, 2014",I bought this phone after I did numerous research about which unit to buy (SM-G900F or SM-G900H) but I choose the 900F because of its LTE capabilities which apparently not if you use it in the states... I have an at&t carrier and they fixed apn settings but I can only get H+ with on and off 4G... nevertheless the phone is very amazing! I'm an iPhone user for quite some time but I'm learning to love this phone now...,"Terence L. Blanco ""rainbow pride""",Samsung_S5,1391
,5,Perfect!,"on July 26, 2014","This phone is exactly what i needed and I also love how light weight it is. I am using it in Tanzania, and it is definitely international version. I would recommend it any day!",naomi,Samsung_S5,1392
,5,Brilliant.,"on July 25, 2014",Expectation fully met. Brilliant.,Pascoal Carlos S. Micano,Samsung_S5,1393
13 of 16 people found the following review helpful,1,If you are buying this for use in any country ...,"on July 23, 2014","If you are buying this for use in any country except the UK then be aware that warranty repairs are a total pain. This model is from the UK. We bought one and had a problem with the screen (vertical lines running through it). Samsung US won't fix it as they claim to use a different firmware load so we have to send it to the UK. Samsung UK won't accept it directly from the US (customs issues?) so we have to ship it to a friend in the UK ($35 each way for shipping and customs) who ships it to Samsung UK who repairs it under warranty who ships it back to our UK friend who ships it back to us. Once we get it back it will be a tough decision as to whether we keep it or sell it. UPDATE: We received the phone back from Samsung in the UK with a letter that reads: ""Thank you for sending your mobile phone to us. James, one of our engineers at our approved service centre, has tested your phone and they have found that it is not working because your handset has been found to be of non European origin. Samsung products are covered by a regional warranty and therefore only protected by the warranty specific to that region. Our records indicate that your handset (Samsung SM-G900F (GS5) 16GB white) was originally manufactured and shipped outside of Europe and is therefore not covered by the European warranty. We would recommend that you contact your supplier from where you had purchased your handset to discuss the matter further. Kind regards, Samsung Electronics UK. So, despite giving the UK service center my phone's model number, IMEI and serial number BEFORE I sent it on a lovely journey to the UK and back, they returned it and denied that it was of European origin. I have spent countless hours with Samsung UK and US and neither can help me figure out exactly who will fix this problem under warranty. I bought it from a private party who purchased it from Amazon so my next call will be to Amazon to see if they can somehow help me.",Baldy,Samsung_S5,1394
,3,... won't say much about the phone except that I hate the material its made of,"on July 22, 2014","I won't say much about the phone except that I hate the material its made of ...""plastic"" Plus the way it feels in my hand it seems like I better not drop this phone The camera is great battery life is okay the real problem is the software as touch wiz is one of the worst laggiest Roms with tons of unused and misplaced features I have ever used I mean the phone has SD801 processor and it can't go head to head with my beloved nexus 5 because of their s***** ROM Bottom line for 700 bucks you could get a way better device like the LG G3 or wait for S5 Prime",Youssef,Samsung_S5,1395
,5,Five Stars,"on July 22, 2014",good phone thanks,Beatriz,Samsung_S5,1396
,5,Five Stars,"on July 21, 2014",Excelente,Sergio Orlando,Samsung_S5,1397
,5,Great Phone overall,"on July 20, 2014","Great Phone overall . 3 things I don' like: the camera takes a little bit too long to open up. The multitasking(switching from One app to another is a little slow.) The last thing is the speakers on the back. Even by just placing it on a table facing up, it's very likely that you will hear the sound very covered and masked. Apart from these three things the phone is fast, smart, easy to use, feel that you are connected to everything, everywhere, notifications are not intrusive, as are updates. Camera itself is incredible. It's light. You'll get used to an awesome 5 inch screen. Enjoy",Samuel Kay,Samsung_S5,1398
3 of 4 people found the following review helpful,5,Best phone for 2014,"on July 20, 2014","Great phone! In fact best phone i ever had for now. With the Otterbox defender case that I bought, it will stay just like new for years. Great battery, light, alot of features. Also as I leave in Haiti, this model particulary works on both Digicel and Natcom (4g on Digicel and 3g on Natcom)",Jean Baptiste Glardimy,Samsung_S5,1399
,5,Works in Iceland,"on July 18, 2014","Bought it to use in Iceland. Works 100% and LTE works as well. Great product, thank you.",Kristrún Dröfn Jóhannsdóttir,Samsung_S5,1400
2 of 2 people found the following review helpful,5,Five Stars,"on July 17, 2014",The phone works perfectly with METRO PCS,metal_sympho,Samsung_S5,1401
,5,Great phone,"on July 17, 2014",I love my new phone!,Ursula Englehardt,Samsung_S5,1402
41 of 46 people found the following review helpful,1,Never buy from this Seller,"on July 11, 2014","I was duped on this deal. The phone was supposed to be 4G unlocked. First it did not work out of the box, next the seller refused to take it back without restocking fee and me paying for return shipment. AT&T said that it was not unlocked properly and certainly not done by Samsung but was done (attempted) probably by the Seller after importing it into US (evidenced by the pins of the wall charger) which already voided the OEM warranty. So instead of incurring the restocking fee and return postage I took to a local guy who did the unlock but regardless he said this will not run on USA 4G network unless unlocked properly by Samsung. So I am stuck with a 4G capable phone working on HSPA+. My recommendation, do not buy an unlocked phone unless it is factory unlocked by Samsung.",Sumeet B.,Samsung_S5,1403
1 of 2 people found the following review helpful,5,Excellent phone and excellent seller,"on July 9, 2014","Excellent phone and excellent seller. Everything as promised and advertised, phone works perfect with 4G LTE and WiFi together at the same time giving you better downloads. Best phone to use all around the world. I already used it in 3 continents with same excellent performance I get with T Mobile in the US.",Fernando,Samsung_S5,1404
,4,phone is original and arrived in perfect condition,"on July 9, 2014","The phone was original the screen was original everything was perfect and it came in a sealed box. There is fingerprint scanner and heartbeat monitor and i check carefully and closely for the signs of a fake phone. This phone was original and in perfect condition. The only problem i noticed was i couldn’t make the mobile data work, although this isn’t really an issue for me at the moment because i don’t like using up my data. If you need mobile data it might be an issue. but otherwise the phone was in pristine condition.",zoya,Samsung_S5,1405
2 of 7 people found the following review helpful,1,BAD,"on July 7, 2014",BAD,Antonio,Samsung_S5,1406
,5,Five Stars,"on July 7, 2014",Perfect,Glauco Holanda,Samsung_S5,1407
,5,Good experience with this seller,"on June 27, 2014","Item was sent on time, new, in a sealed box and cell phone worked in Brazil without any problems (with a brazilian carrier). Thanks for such a good product and for being compliant with what you offered and I requested. Thanks a lot!",Thelancet,Samsung_S5,1408
8 of 12 people found the following review helpful,2,"Very disappointed, does not have the option to change it to my language","on June 16, 2014","I'm not happy with the product, I live in Venezuela and when you try to change the language to Spanish not make it. visit a representative from Samsung and you can not change the language",Maria Yaneth Gonzalez,Samsung_S5,1409
2 of 2 people found the following review helpful,4,the power cord is not truely for international users,"on June 14, 2014",the power cord is not truly designed for international users; need to buy separate adapters from stores who sell them!,timothy yin,Samsung_S5,1410
,4,Nice phone,"on June 11, 2014","Ordered G900F (European version) but come with G900I (Asian version) instead. Some app not compatible with ATT (my carrier), eg. ISIS wallet.",cmtsie,Samsung_S5,1411
3 of 3 people found the following review helpful,5,Excellent,"on June 11, 2014",I have used it for a month. it turned out to be a real revolution! This is the first time I use Samsung smartphone and I feel it is a wise choice.,Amazon Customer,Samsung_S5,1412
4 of 4 people found the following review helpful,1,decepcionado,"on June 10, 2014",disappointed in this purchase previously've already purchased this company and everything was fine until my last device Samsung Galaxy S5 which turned out to be a clone is not genuine surprise mine when I get to Venezuela which is where I live is not I expected,xavier,Samsung_S5,1413
1 of 1 people found the following review helpful,3,Normal,"on June 7, 2014",This cellphone is more expensive than S4 and the different is just a bit. I miss my S4 for the size and the look,Jorge Dominguez,Samsung_S5,1414
87 of 96 people found the following review helpful,1,Wrong phone wrong charger The box Was open,"on June 6, 2014","When I received the box was already opened and the charger it's not from this phone and the phone I order was samsung galaxy s5 g900f (4G) and that one I got its samsung galaxy s5 g900h (not 4G) , THIS IS NOT A COMPANY TO TRUST (Open Group Wireless) I feel cheated i look forward to resolve this with amazon",Oscar Mendoza,Samsung_S5,1415
0 of 3 people found the following review helpful,3,Ok phone but changing from iPhone is a challenge.,"on June 2, 2014","The phone is Ok even though the iPhone %s feels much more like a premium product, mainly due to its aluminum body. Changing from IOS - which is far more polished and intuitive - to Android is a real challenge. Took me an entire weekend to""understand"" how it works and I still don't find it as user friendly and intuitive as IOS is. Will probably change back again. Kies software to sync etc is also very basic. Not even 10% of the option iTunes offers. You also need to be careful on the inbuilt ""google spying"" in any Android phone. There are many hidden settings which you need to turn off or ""opt out"". Otherwise your location and online behavior is completely known to google and used for ""customized"" advertising....",barnskybeat,Samsung_S5,1416
2 of 7 people found the following review helpful,4,good,"on May 16, 2014",Good at this moment and hope to remain that way for a long time . Thank God for it in the name of Jesus Christ our Lord and King,rose,Samsung_S5,1417
2 of 3 people found the following review helpful,5,awsome phone,"on May 13, 2014","This phone is a beast. Highly recomended, if you are a galaxy lover you need to buy this item. Regards","RamboHN504 ""Hn504""",Samsung_S5,1418
4 of 5 people found the following review helpful,5,A great present,"on May 5, 2014","I bought this phone as an anniversary present for my husband. He has the Samsung S4 as a work phone so he keeps saying S5 is better still, he's very happy with the present and I score big time! with it, I strongly recommend this item",GiselW,Samsung_S5,1419
